relationship_id,subject_id,predicate,object_id,evidence_path,notes
REL-TX19-MODULE-OPERATIONS-DERIVES-P2-ADDENDUM,SRC-PRD-MODULE-OPERATIONS-MAINTENANCE,derives_from,SRC-PRD-P2-STRATEGIC-BASELINE-ADDENDUM,PRDs/modules/Sys4AI_operations_improvement_maintenance_prd.md,TX-19 regeneration adds accepted lifecycle and pattern obligations while the module remains noncanonical.
REL-TX19-MODULE-OPERATIONS-SUPPORTED-BY-G08,SRC-PRD-MODULE-OPERATIONS-MAINTENANCE,supported_by,SRC-DDR-STRATEGIC-BASELINE-G08-001,PRDs/modules/Sys4AI_operations_improvement_maintenance_prd.md,G-08 approval does not establish operational authority or production acceptance.
REL-TX19-MODULE-INTERFACE-DERIVES-P2-ADDENDUM,SRC-PRD-MODULE-INTERFACE-INTEGRATION,derives_from,SRC-PRD-P2-STRATEGIC-BASELINE-ADDENDUM,PRDs/modules/Sys4AI_interface_and_integration_prd.md,TX-19 regeneration adds accepted host-profile obligations while the module remains noncanonical.
REL-TX19-MODULE-INTERFACE-SUPPORTED-BY-G08,SRC-PRD-MODULE-INTERFACE-INTEGRATION,supported_by,SRC-DDR-STRATEGIC-BASELINE-G08-001,PRDs/modules/Sys4AI_interface_and_integration_prd.md,G-08 approval does not satisfy G-07 host verification or expand permissions.
REL-TX19-MODULE-SECURITY-DERIVES-P2-ADDENDUM,SRC-PRD-MODULE-SECURITY-SAFETY-ASSURANCE,derives_from,SRC-PRD-P2-STRATEGIC-BASELINE-ADDENDUM,PRDs/modules/Sys4AI_security_safety_assurance_prd.md,TX-19 regeneration adds accepted safety and nonproduction obligations while the module remains noncanonical.
REL-TX19-MODULE-SECURITY-SUPPORTED-BY-G08,SRC-PRD-MODULE-SECURITY-SAFETY-ASSURANCE,supported_by,SRC-DDR-STRATEGIC-BASELINE-G08-001,PRDs/modules/Sys4AI_security_safety_assurance_prd.md,Approved values cannot waive safety security privacy compliance or permission controls.
REL-TX19-MODULE-DOMAIN-DERIVES-P2-ADDENDUM,SRC-PRD-MODULE-DOMAIN-PACK,derives_from,SRC-PRD-P2-STRATEGIC-BASELINE-ADDENDUM,PRDs/modules/Sys4AI_domain_pack_prd.md,TX-19 regeneration adds accepted strategic constraints while the module remains noncanonical.
REL-TX19-MODULE-DOMAIN-SUPPORTED-BY-G08,SRC-PRD-MODULE-DOMAIN-PACK,supported_by,SRC-DDR-STRATEGIC-BASELINE-G08-001,PRDs/modules/Sys4AI_domain_pack_prd.md,Sys4AI product approval does not establish target-domain value truth or acceptance.
REL-TX19-MODULE-INIT-DISCOVERY-TRACES-PLAN,SRC-PRD-MODULE-INIT-DISCOVERY,traces_to,SRC-STRATEGIC-BASELINE-MIGRATION-PLAN,PRDs/modules/Sys4AI_init_and_discovery_prd.md,TX-19 regeneration implements the bounded WS-14 module route without promoting derivative authority.
REL-TX19-MODULE-AGENTJOB-CONTINUE-TRACES-PLAN,SRC-PRD-MODULE-AGENTJOB-CONTINUE,traces_to,SRC-STRATEGIC-BASELINE-MIGRATION-PLAN,PRDs/modules/Sys4AI_agentjob_and_continue_prd.md,TX-19 records the plan-required historical compatibility disposition without restoring retired runtime semantics.
REL-TX19-MODULE-SOURCE-FIRST-MEMORY-TRACES-PLAN,SRC-PRD-MODULE-SOURCE-FIRST-MEMORY,traces_to,SRC-STRATEGIC-BASELINE-MIGRATION-PLAN,PRDs/modules/Sys4AI_source_first_memory_prd.md,TX-19 applies the plan provenance and ghost-authority controls while memory remains navigation only.
REL-TX19-MODULE-SYSTEM-LAYERS-TRACES-PLAN,SRC-PRD-MODULE-SYSTEM-LAYERS-SELF-HOSTING,traces_to,SRC-STRATEGIC-BASELINE-MIGRATION-PLAN,PRDs/modules/Sys4AI_system_layers_and_self_hosting_prd.md,TX-19 applies the plan actor and layer boundary without adding authority layers.
REL-TX19-MODULE-ROLE-GOVERNANCE-TRACES-PLAN,SRC-PRD-MODULE-ROLE-GOVERNANCE,traces_to,SRC-STRATEGIC-BASELINE-MIGRATION-PLAN,PRDs/modules/Sys4AI_role_governance_prd.md,TX-19 applies the plan separation-of-duties allocation without granting operational authority.
REL-TX19-MODULE-SKILL-LIFECYCLE-TRACES-PLAN,SRC-PRD-MODULE-SKILL-LIFECYCLE,traces_to,SRC-STRATEGIC-BASELINE-MIGRATION-PLAN,PRDs/modules/Sys4AI_skill_lifecycle_prd.md,TX-19 applies the plan candidate-only facilitation boundary without activating a skill.
REL-TX19-MODULE-VALIDATION-TRACES-PLAN,SRC-PRD-MODULE-VALIDATION-TRACEABILITY,traces_to,SRC-STRATEGIC-BASELINE-MIGRATION-PLAN,PRDs/modules/Sys4AI_validation_and_traceability_prd.md,TX-19 applies the plan semantic trace and capability-state validation boundary.
REL-TX19-MODULE-TARGET-GENERATION-TRACES-PLAN,SRC-PRD-MODULE-TARGET-SYSTEM-GENERATION,traces_to,SRC-STRATEGIC-BASELINE-MIGRATION-PLAN,PRDs/modules/Sys4AI_target_system_generation_prd.md,TX-19 applies the plan target-package allocation without claiming target acceptance.
REL-TX19-MODULE-OPERATIONS-TRACES-PLAN,SRC-PRD-MODULE-OPERATIONS-MAINTENANCE,traces_to,SRC-STRATEGIC-BASELINE-MIGRATION-PLAN,PRDs/modules/Sys4AI_operations_improvement_maintenance_prd.md,TX-19 applies the plan lifecycle and pattern allocation without granting operational authority.
REL-TX19-MODULE-INTERFACE-TRACES-PLAN,SRC-PRD-MODULE-INTERFACE-INTEGRATION,traces_to,SRC-STRATEGIC-BASELINE-MIGRATION-PLAN,PRDs/modules/Sys4AI_interface_and_integration_prd.md,TX-19 applies the plan interface allocation while G-07 host verification remains open.
REL-TX19-MODULE-SECURITY-TRACES-PLAN,SRC-PRD-MODULE-SECURITY-SAFETY-ASSURANCE,traces_to,SRC-STRATEGIC-BASELINE-MIGRATION-PLAN,PRDs/modules/Sys4AI_security_safety_assurance_prd.md,TX-19 applies the plan safety boundary without granting permission or production status.
REL-TX19-MODULE-DOMAIN-TRACES-PLAN,SRC-PRD-MODULE-DOMAIN-PACK,traces_to,SRC-STRATEGIC-BASELINE-MIGRATION-PLAN,PRDs/modules/Sys4AI_domain_pack_prd.md,TX-19 applies the plan domain-value boundary without claiming domain truth.
REL-TX19-MODULE-SYSTEM-LAYERS-SUPPORTED-BY-G02,SRC-PRD-MODULE-SYSTEM-LAYERS-SELF-HOSTING,supported_by,SRC-DDR-STRATEGIC-BASELINE-001,PRDs/modules/Sys4AI_system_layers_and_self_hosting_prd.md,G-02 controls composite identity runtime actor host neutrality and the reflection-depth bound.
REL-TX19-MODULE-ROLE-GOVERNANCE-SUPPORTED-BY-G02,SRC-PRD-MODULE-ROLE-GOVERNANCE,supported_by,SRC-DDR-STRATEGIC-BASELINE-001,PRDs/modules/Sys4AI_role_governance_prd.md,G-02 controls the portable execution authority boundary used by role governance.
REL-TX19-MODULE-SKILL-LIFECYCLE-SUPPORTED-BY-G02,SRC-PRD-MODULE-SKILL-LIFECYCLE,supported_by,SRC-DDR-STRATEGIC-BASELINE-001,PRDs/modules/Sys4AI_skill_lifecycle_prd.md,G-02 prevents candidate skills from restoring retired execution semantics or creating authority.
REL-TX19-MODULE-VALIDATION-SUPPORTED-BY-G02,SRC-PRD-MODULE-VALIDATION-TRACEABILITY,supported_by,SRC-DDR-STRATEGIC-BASELINE-001,PRDs/modules/Sys4AI_validation_and_traceability_prd.md,G-02 supplies the accepted identity and execution-model decision checked by semantic validation.
REL-TX19-MODULE-TARGET-GENERATION-SUPPORTED-BY-G02,SRC-PRD-MODULE-TARGET-SYSTEM-GENERATION,supported_by,SRC-DDR-STRATEGIC-BASELINE-001,PRDs/modules/Sys4AI_target_system_generation_prd.md,G-02 supplies the harness-neutral bounded execution route required by target packages.
REL-TX19-COMPLETION-CLOSES-EXECUTION,SRC-COMPLETION-STRATEGIC-BASELINE-TX19,closes,SRC-TX19-EXECUTION-TRANSACTION,Sys4AI/control_records/completions/RECEIPT-SFADEV-STRATEGIC-BASELINE-TX19-001.yaml,Machine-readable closeout binds twelve derivative modules unique allocation protected trace and later-gate boundaries.
REL-TX19-HANDOFF-FOLLOWS-COMPLETION,SRC-HANDOFF-STRATEGIC-BASELINE-TX19,follows,SRC-COMPLETION-STRATEGIC-BASELINE-TX19,Sys4AI/control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX19-001.yaml,Portable handoff routes only to TX-20 after shared-baseline publication.
REL-TX19-RECEIPT-DESCRIBES-COMPLETION,SRC-STRATEGIC-BASELINE-TX19-RECEIPT,describes,SRC-COMPLETION-STRATEGIC-BASELINE-TX19,implementation_plans/completion_receipts/CR-SFADEV-STRATEGIC-BASELINE-TX19-001.md,Human-readable receipt records module scope validation limits rollback protected evidence and open gates.
REL-TX19-RECEIPT-TRACES-PLAN,SRC-STRATEGIC-BASELINE-TX19-RECEIPT,implements_transaction_from,SRC-STRATEGIC-BASELINE-MIGRATION-PLAN,implementation_plans/completion_receipts/CR-SFADEV-STRATEGIC-BASELINE-TX19-001.md,Completion evidence closes TX-19 without beginning TX-20 or satisfying G-07 G-09 or G-10.
REL-TX20-EXECUTION-CONSUMES-TX19-HANDOFF,SRC-TX20-EXECUTION-TRANSACTION,consumes,SRC-HANDOFF-STRATEGIC-BASELINE-TX19,Sys4AI/control_records/execution_transactions/TX-20-GENERATED-DOCS.yaml,TX-20 consumes the shared TX-19 handoff and remains bounded to generated noncanonical readers.
REL-TX20-COMPLETION-CLOSES-EXECUTION,SRC-COMPLETION-STRATEGIC-BASELINE-TX20,closes,SRC-TX20-EXECUTION-TRANSACTION,Sys4AI/control_records/completions/RECEIPT-SFADEV-STRATEGIC-BASELINE-TX20-001.yaml,Machine-readable closeout binds five strategic readers deterministic drift G-08 correction G-09 completion and later-gate boundaries.
REL-TX20-HANDOFF-FOLLOWS-COMPLETION,SRC-HANDOFF-STRATEGIC-BASELINE-TX20,follows,SRC-COMPLETION-STRATEGIC-BASELINE-TX20,Sys4AI/control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX20-001.yaml,Portable handoff routes only to TX-21 after shared-baseline publication.
REL-TX20-RECEIPT-DESCRIBES-COMPLETION,SRC-STRATEGIC-BASELINE-TX20-RECEIPT,describes,SRC-COMPLETION-STRATEGIC-BASELINE-TX20,implementation_plans/completion_receipts/CR-SFADEV-STRATEGIC-BASELINE-TX20-001.md,Human-readable receipt records generated scope validation limits rollback protected evidence and open gates.
REL-TX20-RECEIPT-TRACES-PLAN,SRC-STRATEGIC-BASELINE-TX20-RECEIPT,implements_transaction_from,SRC-STRATEGIC-BASELINE-MIGRATION-PLAN,implementation_plans/completion_receipts/CR-SFADEV-STRATEGIC-BASELINE-TX20-001.md,Completion evidence closes TX-20 and G-09 without beginning TX-21 or satisfying G-07 G-10 production or operational acceptance.
REL-TX22-EXECUTION-CONSUMES-TX21-HANDOFF,SRC-TX22-EXECUTION-TRANSACTION,consumes,SRC-HANDOFF-STRATEGIC-BASELINE-TX21,Sys4AI/control_records/execution_transactions/TX-22-G07-HOST-VERIFICATION.yaml,TX-22 consumes the blocked TX-21 handoff only after separate direct human authorization and remains bounded to G-07 host verification.
REL-TX22-REPORT-VERIFIES-HOST-PROFILE,SRC-HOST-VERIFICATION-REPORT-G07-TX22,verifies,SRC-HOST-PROFILE-CODEX-APP-REFERENCE,implementation_plans/acceptance_reports/STRATEGIC-BASELINE-MIGRATION-G07-HOST-VERIFICATION-SFADEV-TX22.md,Report maps safe positive and denial-or-absence probes to all eight exact mixed interface states permission boundaries limitations and freshness.
REL-G07-DECISION-ACCEPTS-HOST-PROFILE,SRC-DDR-STRATEGIC-BASELINE-G07-001,accepts,SRC-HOST-PROFILE-CODEX-APP-REFERENCE,Sys4AI/control_records/director_decisions/DDR-SFADEV-STRATEGIC-BASELINE-G07-001.yaml,Accountable decision accepts profile version 1.0.0 only for current observed development-host evidence.
REL-G07-DECISION-SUPPORTED-BY-REPORT,SRC-DDR-STRATEGIC-BASELINE-G07-001,supported_by,SRC-HOST-VERIFICATION-REPORT-G07-TX22,Sys4AI/control_records/director_decisions/DDR-SFADEV-STRATEGIC-BASELINE-G07-001.yaml,Decision selects the mixed G-07 route from retained probe evidence rather than structural validation or model assertion.
REL-G07-DECISION-CONSTRAINED-BY-G10-DEFER,SRC-DDR-STRATEGIC-BASELINE-G07-001,constrained_by,SRC-DDR-STRATEGIC-BASELINE-G10-001,Sys4AI/control_records/director_decisions/DDR-SFADEV-STRATEGIC-BASELINE-G07-001.yaml,G-07 closes only the host-verification prerequisite and preserves every remaining G-10 evidence obligation.
REL-TX22-COMPLETION-CLOSES-EXECUTION,SRC-COMPLETION-STRATEGIC-BASELINE-TX22,closes,SRC-TX22-EXECUTION-TRANSACTION,Sys4AI/control_records/completions/RECEIPT-SFADEV-STRATEGIC-BASELINE-TX22-001.yaml,Machine-readable closeout binds all eight probes accepted G-07 mixed states and later evidence-closure boundaries.
REL-TX22-HANDOFF-FOLLOWS-COMPLETION,SRC-HANDOFF-STRATEGIC-BASELINE-TX22,follows,SRC-COMPLETION-STRATEGIC-BASELINE-TX22,Sys4AI/control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX22-001.yaml,Portable handoff routes only to bounded TX-23 evidence-closure planning under the existing human authorization.
REL-TX22-RECEIPT-DESCRIBES-COMPLETION,SRC-STRATEGIC-BASELINE-TX22-RECEIPT,describes,SRC-COMPLETION-STRATEGIC-BASELINE-TX22,implementation_plans/completion_receipts/CR-SFADEV-STRATEGIC-BASELINE-TX22-001.md,Human-readable receipt records probe state validation limits freshness rollback residual evidence and next route.
REL-TX22-RECEIPT-TRACES-PLAN,SRC-STRATEGIC-BASELINE-TX22-RECEIPT,implements_gate_from,SRC-STRATEGIC-BASELINE-MIGRATION-PLAN,implementation_plans/completion_receipts/CR-SFADEV-STRATEGIC-BASELINE-TX22-001.md,Completion evidence closes G-07 without claiming G-10 production operational stakeholder domain target-runtime or permission authority.
REL-TX23-EXECUTION-CONSUMES-TX22-HANDOFF,SRC-TX23-EXECUTION-TRANSACTION,consumes,SRC-HANDOFF-STRATEGIC-BASELINE-TX22,Sys4AI/control_records/execution_transactions/TX-23-EVIDENCE-CLOSURE-PLAN.yaml,TX-23 consumes only the ready bounded planning route and preserves the prohibition on bulk mutation or waiver.
REL-TX23-PLAN-CLASSIFIES-TRACE,SRC-EVIDENCE-CLOSURE-PLAN-TX23,classifies_gaps_from,SRC-REG-REQ-TRACE,implementation_plans/STRATEGIC-BASELINE-MIGRATION-EVIDENCE-CLOSURE-PLAN-SFADEV-TX23.md,Controlled plan interprets all open trace-state dimensions without changing the generalized trace or claiming completion.
REL-TX23-LEDGER-DERIVES-FROM-TRACE,SRC-REG-EVIDENCE-CLOSURE-PLAN,derives_from,SRC-REG-REQ-TRACE,Sys4AI/registries/evidence_closure_plan_registry.csv,Ledger preserves stable trace and requirement IDs and represents each overlapping open state dimension exactly once.
REL-TX23-LEDGER-CONFORMS-CONTRACT,SRC-REG-EVIDENCE-CLOSURE-PLAN,conforms_to,SRC-CONTRACT-EVIDENCE-CLOSURE-ROW,Sys4AI/registries/evidence_closure_plan_registry.csv,All ledger rows use the planned-only route contract and grant no waiver supersession G-10 or operational authority.
REL-TX23-VALIDATOR-VERIFIES-LEDGER,SRC-VALIDATOR-EVIDENCE-CLOSURE,verifies,SRC-REG-EVIDENCE-CLOSURE-PLAN,Sys4AI/sys_for_ai/evidence_closure.py,Validator freezes the complete TX-23 ledger and rejects rewrite omission drift promotion or unbound later closure evidence.
REL-TX23-COMPLETION-CLOSES-EXECUTION,SRC-COMPLETION-STRATEGIC-BASELINE-TX23,closes,SRC-TX23-EXECUTION-TRANSACTION,Sys4AI/control_records/completions/RECEIPT-SFADEV-STRATEGIC-BASELINE-TX23-001.yaml,Machine-readable closeout records exact classification unchanged trace zero accepted waivers and human-gated continuation.
REL-TX23-HANDOFF-FOLLOWS-COMPLETION,SRC-HANDOFF-STRATEGIC-BASELINE-TX23,follows,SRC-COMPLETION-STRATEGIC-BASELINE-TX23,Sys4AI/control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX23-001.yaml,Handoff requires accountable G-11 evidence-scope selection and authorizes no later transaction.
REL-TX23-RECEIPT-DESCRIBES-COMPLETION,SRC-STRATEGIC-BASELINE-TX23-RECEIPT,describes,SRC-COMPLETION-STRATEGIC-BASELINE-TX23,implementation_plans/completion_receipts/CR-SFADEV-STRATEGIC-BASELINE-TX23-001.md,Human-readable receipt records exact counts validation authority limits and the logical next gate.
REL-G11-DECISION-CONSUMES-TX23-HANDOFF,SRC-DDR-STRATEGIC-BASELINE-G11-001,consumes,SRC-HANDOFF-STRATEGIC-BASELINE-TX23,Sys4AI/control_records/director_decisions/DDR-SFADEV-STRATEGIC-BASELINE-G11-001.yaml,Accountable decision closes the G-11 route-selection gate only for one seven-row local evidence family.
REL-TX24-EXECUTION-AUTHORIZED-BY-G11,SRC-TX24-EXECUTION-TRANSACTION,authorized_by,SRC-DDR-STRATEGIC-BASELINE-G11-001,Sys4AI/control_records/execution_transactions/TX-24-LOCAL-EVIDENCE-SEMANTIC-REVIEW.yaml,Transaction inherits exactly the bounded local semantic-review scope and no continuing authority.
REL-TX24-EXECUTION-CONSUMES-TX23-LEDGER,SRC-TX24-EXECUTION-TRANSACTION,consumes,SRC-REG-EVIDENCE-CLOSURE-PLAN,Sys4AI/control_records/execution_transactions/TX-24-LOCAL-EVIDENCE-SEMANTIC-REVIEW.yaml,Transaction consumes seven local semantic routes while preserving the frozen ledger bytes.
REL-TX24-EVIDENCE-REGISTRY-CLOSES-TX23-ROUTES,SRC-REG-LOCAL-EVIDENCE-EXECUTION,closes_evidence_from,SRC-REG-EVIDENCE-CLOSURE-PLAN,Sys4AI/registries/local_evidence_execution_registry.csv,Seven accepted rows bind to frozen closure IDs without modifying the activated plan.
REL-TX24-EVIDENCE-REGISTRY-CONFORMS-CONTRACT,SRC-REG-LOCAL-EVIDENCE-EXECUTION,conforms_to,SRC-CONTRACT-LOCAL-EVIDENCE-EXECUTION-ROW,Sys4AI/registries/local_evidence_execution_registry.csv,Every accepted row binds exact state evidence reviewer date and non-promotion limits.
REL-TX24-REPORT-SUPPORTS-EVIDENCE-REGISTRY,SRC-LOCAL-EVIDENCE-REPORT-TX24,supports,SRC-REG-LOCAL-EVIDENCE-EXECUTION,implementation_plans/acceptance_reports/STRATEGIC-BASELINE-MIGRATION-LOCAL-EVIDENCE-SEMANTIC-REVIEW-SFADEV-TX24.md,Report retains the inspection method exact artifacts dispositions limitations and result counts for all seven closures.
REL-TX24-COMPLETION-CLOSES-EXECUTION,SRC-COMPLETION-STRATEGIC-BASELINE-TX24,closes,SRC-TX24-EXECUTION-TRANSACTION,Sys4AI/control_records/completions/RECEIPT-SFADEV-STRATEGIC-BASELINE-TX24-001.yaml,Machine-readable closeout binds seven accepted semantic reviews and all retained authority boundaries.
REL-TX24-HANDOFF-FOLLOWS-COMPLETION,SRC-HANDOFF-STRATEGIC-BASELINE-TX24,follows,SRC-COMPLETION-STRATEGIC-BASELINE-TX24,Sys4AI/control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX24-001.yaml,Handoff stops at a new human gate with no later family or plan route automatically authorized.
REL-TX24-RECEIPT-DESCRIBES-COMPLETION,SRC-STRATEGIC-BASELINE-TX24-RECEIPT,describes,SRC-COMPLETION-STRATEGIC-BASELINE-TX24,implementation_plans/completion_receipts/CR-SFADEV-STRATEGIC-BASELINE-TX24-001.md,Human-readable receipt records exact closures validation boundaries and next accountable choice.
REL-G11-002-DECISION-SUPERSEDES-G11-001,SRC-DDR-STRATEGIC-BASELINE-G11-002,supersedes_scope_of,SRC-DDR-STRATEGIC-BASELINE-G11-001,Sys4AI/control_records/director_decisions/DDR-SFADEV-STRATEGIC-BASELINE-G11-002.yaml,Supersession is limited to the later 410-row interpretation prohibition and preserves completed TX-24 authority and evidence.
REL-G11-002-DECISION-CONSUMES-TX24-HANDOFF,SRC-DDR-STRATEGIC-BASELINE-G11-002,consumes,SRC-HANDOFF-STRATEGIC-BASELINE-TX24,Sys4AI/control_records/director_decisions/DDR-SFADEV-STRATEGIC-BASELINE-G11-002.yaml,Accountable decision closes only the 410-candidate interpretation gate.
REL-TX25-EXECUTION-AUTHORIZED-BY-G11-002,SRC-TX25-EXECUTION-TRANSACTION,authorized_by,SRC-DDR-STRATEGIC-BASELINE-G11-002,Sys4AI/control_records/execution_transactions/TX-25-PLAN-INTERPRETATION.yaml,Transaction inherits exactly the bounded interpretation scope and no continuing authority.
REL-TX25-EXECUTION-CONSUMES-TX23-LEDGER,SRC-TX25-EXECUTION-TRANSACTION,consumes,SRC-REG-EVIDENCE-CLOSURE-PLAN,Sys4AI/control_records/execution_transactions/TX-25-PLAN-INTERPRETATION.yaml,Transaction consumes exactly the 410 plan-scope candidate IDs while preserving the frozen ledger bytes.
REL-TX25-INTERPRETATION-REGISTRY-DISPOSITIONS-TX23,SRC-REG-PLAN-SCOPE-INTERPRETATION,dispositions,SRC-REG-EVIDENCE-CLOSURE-PLAN,Sys4AI/registries/plan_scope_interpretation_registry.csv,Exactly 410 rows bind to frozen closure IDs without modifying activated planning history or live trace state.
REL-TX25-INTERPRETATION-REGISTRY-CONFORMS-CONTRACT,SRC-REG-PLAN-SCOPE-INTERPRETATION,conforms_to,SRC-CONTRACT-PLAN-SCOPE-INTERPRETATION-ROW,Sys4AI/registries/plan_scope_interpretation_registry.csv,Every row binds exact state future-work interpretation no waiver decision transaction reviewer and report.
REL-TX25-REPORT-SUPPORTS-INTERPRETATION-REGISTRY,SRC-PLAN-INTERPRETATION-REPORT-TX25,supports,SRC-REG-PLAN-SCOPE-INTERPRETATION,implementation_plans/acceptance_reports/STRATEGIC-BASELINE-MIGRATION-PLAN-INTERPRETATION-SFADEV-TX25.md,Report preserves the controlled plan reasoning exact counts rejected routes boundaries and result for all 410 dispositions.
REL-TX25-COMPLETION-CLOSES-EXECUTION,SRC-COMPLETION-STRATEGIC-BASELINE-TX25,closes,SRC-TX25-EXECUTION-TRANSACTION,Sys4AI/control_records/completions/RECEIPT-SFADEV-STRATEGIC-BASELINE-TX25-001.yaml,Machine-readable closeout binds 410 accepted dispositions and all retained authority boundaries.
REL-TX25-HANDOFF-FOLLOWS-COMPLETION,SRC-HANDOFF-STRATEGIC-BASELINE-TX25,follows,SRC-COMPLETION-STRATEGIC-BASELINE-TX25,Sys4AI/control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX25-001.yaml,Handoff stops at a new human gate with no later evidence or acceptance route automatically authorized.
REL-TX25-RECEIPT-DESCRIBES-COMPLETION,SRC-STRATEGIC-BASELINE-TX25-RECEIPT,describes,SRC-COMPLETION-STRATEGIC-BASELINE-TX25,implementation_plans/completion_receipts/CR-SFADEV-STRATEGIC-BASELINE-TX25-001.md,Human-readable receipt records exact dispositions validation boundaries and next accountable choice.
REL-G11-003-DECISION-SUPERSEDES-G11-002-SCOPE,SRC-DDR-STRATEGIC-BASELINE-G11-003,supersedes_scope_of,SRC-DDR-STRATEGIC-BASELINE-G11-002,Sys4AI/control_records/director_decisions/DDR-SFADEV-STRATEGIC-BASELINE-G11-003.yaml,Supersession is limited to authorizing one later four-row local family and preserves all 410 TX-25 dispositions.
REL-G11-003-DECISION-CONSUMES-TX25-HANDOFF,SRC-DDR-STRATEGIC-BASELINE-G11-003,consumes,SRC-HANDOFF-STRATEGIC-BASELINE-TX25,Sys4AI/control_records/director_decisions/DDR-SFADEV-STRATEGIC-BASELINE-G11-003.yaml,Accountable decision closes only the four-row Python package family gate.
REL-TX26-EXECUTION-AUTHORIZED-BY-G11-003,SRC-TX26-EXECUTION-TRANSACTION,authorized_by,SRC-DDR-STRATEGIC-BASELINE-G11-003,Sys4AI/control_records/execution_transactions/TX-26-LOCAL-EVIDENCE-PYTHON-PACKAGE.yaml,Transaction inherits exactly the bounded four-row scope and no continuing authority.
REL-TX26-EXECUTION-CONSUMES-TX23-LEDGER,SRC-TX26-EXECUTION-TRANSACTION,consumes,SRC-REG-EVIDENCE-CLOSURE-PLAN,Sys4AI/control_records/execution_transactions/TX-26-LOCAL-EVIDENCE-PYTHON-PACKAGE.yaml,Transaction consumes four frozen locally executable closure IDs without modifying TX-23 bytes.
REL-TX26-EVIDENCE-REGISTRY-CLOSES-TX23-ROUTES,SRC-REG-LOCAL-EVIDENCE-EXECUTION,closes_evidence_from,SRC-REG-EVIDENCE-CLOSURE-PLAN,Sys4AI/registries/local_evidence_execution_registry.csv,Four additive TX-26 rows join the seven TX-24 rows without modifying activated planning history.
REL-TX26-PYTHON-VALIDATOR-VERIFIES-PYPROJECT,SRC-VALIDATOR-PYTHON-PACKAGE-SURFACE,verifies,SRC-PYPROJECT,Sys4AI/sys_for_ai/python_package_surface.py,Validator checks package metadata supported Python dependency parity reference surfaces and interpreter modes.
REL-TX26-PYTHON-TESTS-VERIFY-VALIDATOR,SRC-TEST-PYTHON-PACKAGE-SURFACE,verifies,SRC-VALIDATOR-PYTHON-PACKAGE-SURFACE,Sys4AI/tests/test_python_package_surface.py,Positive and mandatory negative tests prove fail-closed package dependency and surface checks.
REL-TX26-REPORT-SUPPORTS-EVIDENCE-REGISTRY,SRC-LOCAL-EVIDENCE-PYTHON-PACKAGE-REPORT-TX26,supports,SRC-REG-LOCAL-EVIDENCE-EXECUTION,implementation_plans/acceptance_reports/STRATEGIC-BASELINE-MIGRATION-LOCAL-EVIDENCE-PYTHON-PACKAGE-SFADEV-TX26.md,Report records the exact four dispositions interpreter correction limitations and remaining 63 obligations.
REL-TX26-COMPLETION-CLOSES-EXECUTION,SRC-COMPLETION-STRATEGIC-BASELINE-TX26,closes,SRC-TX26-EXECUTION-TRANSACTION,Sys4AI/control_records/completions/RECEIPT-SFADEV-STRATEGIC-BASELINE-TX26-001.yaml,Machine-readable closeout binds four passing verifications and all retained authority boundaries.
REL-TX26-HANDOFF-FOLLOWS-COMPLETION,SRC-HANDOFF-STRATEGIC-BASELINE-TX26,follows,SRC-COMPLETION-STRATEGIC-BASELINE-TX26,Sys4AI/control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX26-001.yaml,Handoff stops at a new human gate with no later evidence or acceptance route automatically authorized.
REL-TX26-RECEIPT-DESCRIBES-COMPLETION,SRC-STRATEGIC-BASELINE-TX26-RECEIPT,describes,SRC-COMPLETION-STRATEGIC-BASELINE-TX26,implementation_plans/completion_receipts/CR-SFADEV-STRATEGIC-BASELINE-TX26-001.md,Human-readable receipt records exact verification evidence boundaries and next accountable choice.
REL-TX27-EXECUTION-AUTHORIZED-BY-G11-004,SRC-TX27-EXECUTION-TRANSACTION,authorized_by,SRC-DDR-STRATEGIC-BASELINE-G11-004,Sys4AI/control_records/execution_transactions/TX-27-LOCAL-EVIDENCE-YAML-CONTROL.yaml,Transaction inherits exactly the bounded eleven-row scope and no continuing authority.
REL-TX27-EXECUTION-CONSUMES-TX23-LEDGER,SRC-TX27-EXECUTION-TRANSACTION,consumes,SRC-REG-EVIDENCE-CLOSURE-PLAN,Sys4AI/control_records/execution_transactions/TX-27-LOCAL-EVIDENCE-YAML-CONTROL.yaml,Transaction consumes eleven frozen locally executable closure IDs without modifying TX-23 bytes.
REL-TX27-EVIDENCE-REGISTRY-CLOSES-TX23-ROUTES,SRC-REG-LOCAL-EVIDENCE-EXECUTION,closes_evidence_from,SRC-REG-EVIDENCE-CLOSURE-PLAN,Sys4AI/registries/local_evidence_execution_registry.csv,Eleven additive TX-27 rows join prior accepted rows without modifying activated planning history.
