control_record_id,path,record_type,execution_profile,authority_status,owner,validation_contract_id,allowed_writers,allowed_readers,related_execution_transaction_id,related_legacy_execution_id,supersedes,source_hash,last_validated_at,notes
ctrl_strategic_baseline_tx23_completion,control_records/completions/RECEIPT-SFADEV-STRATEGIC-BASELINE-TX23-001.yaml,completion_receipt,portable_execution_transaction_v1,controlled,verification_engineer,contract_completion_receipt_v1_0,bounded_execution_planner;verification_engineer;requirements_verifier;system_director,all_agents,TX-23-EVIDENCE-CLOSURE-PLAN,,,pending,2026-07-11,Portable TX-23 human-gated completion evidence for 484 classified obligations unchanged trace zero waivers and retained G-10 deferral.
ctrl_strategic_baseline_tx23_handoff,control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX23-001.yaml,handoff,portable_execution_transaction_v1,controlled,verification_engineer,contract_handoff_v1_0,verification_engineer;system_director,all_agents,TX-23-EVIDENCE-CLOSURE-PLAN,,,pending,2026-07-11,Human-gated TX-23 handoff requiring accountable G-11 evidence-scope route selection and authorizing no later transaction.
ctrl_strategic_baseline_g11_director_decision,control_records/director_decisions/DDR-SFADEV-STRATEGIC-BASELINE-G11-001.yaml,director_decision,portable_execution_transaction_v1,controlled,system_director,contract_director_decision,system_director,all_agents,TX-24-LOCAL-EVIDENCE-SEMANTIC-REVIEW,,,pending,2026-07-11,Accountable G-11 selection of one seven-row local semantic evidence family with every broader route rejected or retained for later authority.
ctrl_strategic_baseline_tx24_execution_transaction,control_records/execution_transactions/TX-24-LOCAL-EVIDENCE-SEMANTIC-REVIEW.yaml,execution_transaction,portable_execution_transaction_v1,controlled,bounded_execution_planner,contract_execution_transaction,bounded_execution_planner;requirements_verifier;verification_engineer;source_authority_auditor;baseline_change_manager,all_agents,TX-24-LOCAL-EVIDENCE-SEMANTIC-REVIEW,,,pending,2026-07-11,Authorized portable TX-24 record bounded to seven semantic evidence closures and stop before later families or authority changes.
ctrl_strategic_baseline_tx24_memory_preflight,control_records/memory_preflights/MEMPREFLIGHT-TX-24-LOCAL-EVIDENCE-SEMANTIC-REVIEW-20260711T161917Z.yaml,memory_preflight_receipt,portable_execution_transaction_v1,controlled,source_first_memory,contract_memory_preflight_receipt,bounded_execution_planner;source_first_memory,all_agents,TX-24-LOCAL-EVIDENCE-SEMANTIC-REVIEW,,,pending,2026-07-11,Portable source-first preflight for TX-24 with live handoff ledger trace layer and domain-router inspection.
ctrl_strategic_baseline_tx24_completion,control_records/completions/RECEIPT-SFADEV-STRATEGIC-BASELINE-TX24-001.yaml,completion_receipt,portable_execution_transaction_v1,controlled,requirements_verifier,contract_completion_receipt_v1_0,bounded_execution_planner;requirements_verifier;verification_engineer;system_director,all_agents,TX-24-LOCAL-EVIDENCE-SEMANTIC-REVIEW,,,pending,2026-07-11,Portable TX-24 completion evidence for seven accepted semantic closures and frozen TX-23 history.
ctrl_strategic_baseline_tx24_handoff,control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX24-001.yaml,handoff,portable_execution_transaction_v1,controlled,requirements_verifier,contract_handoff_v1_0,requirements_verifier;system_director,all_agents,TX-24-LOCAL-EVIDENCE-SEMANTIC-REVIEW,,,pending,2026-07-11,Human-gated TX-24 handoff requiring separate authority for another local family or plan interpretation.
ctrl_strategic_baseline_g11_plan_interpretation_decision,control_records/director_decisions/DDR-SFADEV-STRATEGIC-BASELINE-G11-002.yaml,director_decision,portable_execution_transaction_v1,controlled,system_director,contract_director_decision,system_director,all_agents,TX-25-PLAN-INTERPRETATION,,ctrl_strategic_baseline_g11_director_decision,pending,2026-07-11,Accountable G-11 decision selecting exact future-work retention for 410 plan-scope candidates while preserving completed TX-24 and every later authority gate.
ctrl_strategic_baseline_tx25_execution_transaction,control_records/execution_transactions/TX-25-PLAN-INTERPRETATION.yaml,execution_transaction,portable_execution_transaction_v1,controlled,bounded_execution_planner,contract_execution_transaction,bounded_execution_planner;system_director;source_authority_auditor;baseline_change_manager;traceability_owner,all_agents,TX-25-PLAN-INTERPRETATION,,,pending,2026-07-11,Authorized portable TX-25 record bounded to exact 410-row interpretation with no trace mutation waiver G-10 or continuing authority.
ctrl_strategic_baseline_tx25_memory_preflight,control_records/memory_preflights/MEMPREFLIGHT-TX-25-PLAN-INTERPRETATION-20260711T164526Z.yaml,memory_preflight_receipt,portable_execution_transaction_v1,controlled,source_first_memory,contract_memory_preflight_receipt,bounded_execution_planner;source_first_memory,all_agents,TX-25-PLAN-INTERPRETATION,,,pending,2026-07-11,Portable source-first preflight for TX-25 with live handoff plan frozen ledger trace and prior decision inspection.
ctrl_strategic_baseline_tx25_completion,control_records/completions/RECEIPT-SFADEV-STRATEGIC-BASELINE-TX25-001.yaml,completion_receipt,portable_execution_transaction_v1,controlled,system_director,contract_completion_receipt_v1_0,bounded_execution_planner;system_director;source_authority_auditor;baseline_change_manager;traceability_owner,all_agents,TX-25-PLAN-INTERPRETATION,,,pending,2026-07-11,Portable TX-25 completion evidence for 410 future-work dispositions unchanged trace frozen TX-23 history and retained human gate.
ctrl_strategic_baseline_tx25_handoff,control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX25-001.yaml,handoff,portable_execution_transaction_v1,controlled,system_director,contract_handoff_v1_0,system_director,all_agents,TX-25-PLAN-INTERPRETATION,,,pending,2026-07-11,Human-gated TX-25 handoff requiring separate authority for local external operational or final acceptance work.
ctrl_strategic_baseline_g11_python_package_decision,control_records/director_decisions/DDR-SFADEV-STRATEGIC-BASELINE-G11-003.yaml,director_decision,portable_execution_transaction_v1,controlled,system_director,contract_director_decision,system_director,all_agents,TX-26-LOCAL-EVIDENCE-PYTHON-PACKAGE,,ctrl_strategic_baseline_g11_plan_interpretation_decision,pending,2026-07-11,Accountable G-11 decision authorizing exactly four Python reference and dependency-policy verification obligations while preserving every later gate.
ctrl_strategic_baseline_tx26_execution_transaction,control_records/execution_transactions/TX-26-LOCAL-EVIDENCE-PYTHON-PACKAGE.yaml,execution_transaction,portable_execution_transaction_v1,controlled,bounded_execution_planner,contract_execution_transaction,bounded_execution_planner;verification_engineer;source_authority_auditor;baseline_change_manager,all_agents,TX-26-LOCAL-EVIDENCE-PYTHON-PACKAGE,,,pending,2026-07-11,Authorized portable TX-26 record bounded to four Python package verifications and stop before every later family or external route.
ctrl_strategic_baseline_tx26_memory_preflight,control_records/memory_preflights/MEMPREFLIGHT-TX-26-LOCAL-EVIDENCE-PYTHON-PACKAGE-20260711T171757Z.yaml,memory_preflight_receipt,portable_execution_transaction_v1,controlled,source_first_memory,contract_memory_preflight_receipt,bounded_execution_planner;source_first_memory,all_agents,TX-26-LOCAL-EVIDENCE-PYTHON-PACKAGE,,,pending,2026-07-11,Portable source-first preflight for TX-26 with live handoff trace plan package and registry evidence inspection.
ctrl_strategic_baseline_tx26_completion,control_records/completions/RECEIPT-SFADEV-STRATEGIC-BASELINE-TX26-001.yaml,completion_receipt,portable_execution_transaction_v1,controlled,verification_engineer,contract_completion_receipt_v1_0,bounded_execution_planner;verification_engineer;system_director;source_authority_auditor;baseline_change_manager,all_agents,TX-26-LOCAL-EVIDENCE-PYTHON-PACKAGE,,,pending,2026-07-11,Portable TX-26 completion evidence for four passing package verifications frozen planning history and retained human gate.
ctrl_strategic_baseline_tx26_handoff,control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX26-001.yaml,handoff,portable_execution_transaction_v1,controlled,verification_engineer,contract_handoff_v1_0,verification_engineer;system_director,all_agents,TX-26-LOCAL-EVIDENCE-PYTHON-PACKAGE,,,pending,2026-07-11,Human-gated TX-26 handoff requiring separate authority for any later local external operational or final acceptance work.
ctrl_strategic_baseline_g11_yaml_control_decision,control_records/director_decisions/DDR-SFADEV-STRATEGIC-BASELINE-G11-004.yaml,director_decision,portable_execution_transaction_v1,controlled,system_director,contract_director_decision,system_director,all_agents,TX-27-LOCAL-EVIDENCE-YAML-CONTROL,,ctrl_strategic_baseline_g11_python_package_decision,pending,2026-07-11,Accountable G-11 decision authorizing exactly eleven YAML control/state verifications while preserving every later gate.
ctrl_strategic_baseline_tx27_execution_transaction,control_records/execution_transactions/TX-27-LOCAL-EVIDENCE-YAML-CONTROL.yaml,execution_transaction,portable_execution_transaction_v1,controlled,bounded_execution_planner,contract_execution_transaction,bounded_execution_planner;verification_engineer;source_authority_auditor;baseline_change_manager,all_agents,TX-27-LOCAL-EVIDENCE-YAML-CONTROL,,,pending,2026-07-11,Authorized portable TX-27 record bounded to eleven YAML control/state verifications and stop before every later family or external route.
ctrl_strategic_baseline_tx27_memory_preflight,control_records/memory_preflights/MEMPREFLIGHT-TX-27-LOCAL-EVIDENCE-YAML-CONTROL-20260711T174814Z.yaml,memory_preflight_receipt,portable_execution_transaction_v1,controlled,source_first_memory,contract_memory_preflight_receipt,bounded_execution_planner;source_first_memory,all_agents,TX-27-LOCAL-EVIDENCE-YAML-CONTROL,,,pending,2026-07-11,Portable source-first preflight for TX-27 with live handoff trace plan YAML policy and control registry inspection.
ctrl_strategic_baseline_tx27_completion,control_records/completions/RECEIPT-SFADEV-STRATEGIC-BASELINE-TX27-001.yaml,completion_receipt,portable_execution_transaction_v1,controlled,verification_engineer,contract_completion_receipt_v1_0,bounded_execution_planner;verification_engineer;system_director;source_authority_auditor;baseline_change_manager,all_agents,TX-27-LOCAL-EVIDENCE-YAML-CONTROL,,,pending,2026-07-11,Portable TX-27 completion evidence for eleven passing YAML verifications frozen planning history and retained human gate.
ctrl_strategic_baseline_tx27_handoff,control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX27-001.yaml,handoff,portable_execution_transaction_v1,controlled,verification_engineer,contract_handoff_v1_0,verification_engineer;system_director,all_agents,TX-27-LOCAL-EVIDENCE-YAML-CONTROL,,,pending,2026-07-11,Human-gated TX-27 handoff requiring separate authority for any later local external operational or final acceptance work.
ctrl_strategic_baseline_g11_format_governance_decision,control_records/director_decisions/DDR-SFADEV-STRATEGIC-BASELINE-G11-005.yaml,director_decision,portable_execution_transaction_v1,controlled,system_director,contract_director_decision,system_director,all_agents,TX-28-LOCAL-EVIDENCE-FORMAT-GOVERNANCE,,ctrl_strategic_baseline_g11_yaml_control_decision,pending,2026-07-11,Accountable G-11 decision authorizing exactly ten core format-governance verifications while preserving every later gate.
ctrl_strategic_baseline_tx28_execution_transaction,control_records/execution_transactions/TX-28-LOCAL-EVIDENCE-FORMAT-GOVERNANCE.yaml,execution_transaction,portable_execution_transaction_v1,controlled,bounded_execution_planner,contract_execution_transaction,bounded_execution_planner;verification_engineer;source_authority_auditor;baseline_change_manager,all_agents,TX-28-LOCAL-EVIDENCE-FORMAT-GOVERNANCE,,,pending,2026-07-11,Authorized portable TX-28 record bounded to ten core format-governance verifications and stop before every later family or external route.
ctrl_strategic_baseline_tx28_memory_preflight,control_records/memory_preflights/MEMPREFLIGHT-TX-28-LOCAL-EVIDENCE-FORMAT-GOVERNANCE-20260711T181109Z.yaml,memory_preflight_receipt,portable_execution_transaction_v1,controlled,source_first_memory,contract_memory_preflight_receipt,bounded_execution_planner;source_first_memory,all_agents,TX-28-LOCAL-EVIDENCE-FORMAT-GOVERNANCE,,,pending,2026-07-11,Portable source-first preflight for TX-28 with live handoff trace plan format policy registry memory and derivative inspection.
ctrl_strategic_baseline_tx28_completion,control_records/completions/RECEIPT-SFADEV-STRATEGIC-BASELINE-TX28-001.yaml,completion_receipt,portable_execution_transaction_v1,controlled,verification_engineer,contract_completion_receipt_v1_0,bounded_execution_planner;verification_engineer;system_director;source_authority_auditor;baseline_change_manager,all_agents,TX-28-LOCAL-EVIDENCE-FORMAT-GOVERNANCE,,,pending,2026-07-11,Portable TX-28 completion evidence for ten passing format-governance verifications frozen planning history and retained human gate.
ctrl_strategic_baseline_tx28_handoff,control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX28-001.yaml,handoff,portable_execution_transaction_v1,controlled,verification_engineer,contract_handoff_v1_0,verification_engineer;system_director,all_agents,TX-28-LOCAL-EVIDENCE-FORMAT-GOVERNANCE,,,pending,2026-07-11,Human-gated TX-28 handoff requiring separate authority for any later local external operational cross-version-CI or final acceptance work.
ctrl_strategic_baseline_g11_csv_registry_decision,control_records/director_decisions/DDR-SFADEV-STRATEGIC-BASELINE-G11-006.yaml,director_decision,portable_execution_transaction_v1,controlled,system_director,contract_director_decision,system_director,all_agents,TX-29-LOCAL-EVIDENCE-CSV-REGISTRY,,ctrl_strategic_baseline_g11_format_governance_decision,pending,2026-07-11,Accountable G-11 decision authorizing exactly five CSV registry verifications while preserving every later gate.
ctrl_strategic_baseline_tx29_execution_transaction,control_records/execution_transactions/TX-29-LOCAL-EVIDENCE-CSV-REGISTRY.yaml,execution_transaction,portable_execution_transaction_v1,controlled,bounded_execution_planner,contract_execution_transaction,bounded_execution_planner;verification_engineer;source_authority_auditor;baseline_change_manager,all_agents,TX-29-LOCAL-EVIDENCE-CSV-REGISTRY,,,pending,2026-07-11,Authorized portable TX-29 record bounded to five CSV registry verifications and stop before every later family or external route.
ctrl_strategic_baseline_tx29_memory_preflight,control_records/memory_preflights/MEMPREFLIGHT-TX-29-LOCAL-EVIDENCE-CSV-REGISTRY-20260711T195006Z.yaml,memory_preflight_receipt,portable_execution_transaction_v1,controlled,source_first_memory,contract_memory_preflight_receipt,bounded_execution_planner;source_first_memory,all_agents,TX-29-LOCAL-EVIDENCE-CSV-REGISTRY,,,pending,2026-07-11,Portable source-first preflight for TX-29 with live handoff trace frozen plan registry implementation and validation inspection.
ctrl_strategic_baseline_tx29_completion,control_records/completions/RECEIPT-SFADEV-STRATEGIC-BASELINE-TX29-001.yaml,completion_receipt,portable_execution_transaction_v1,controlled,verification_engineer,contract_completion_receipt_v1_0,bounded_execution_planner;verification_engineer;system_director;source_authority_auditor;baseline_change_manager,all_agents,TX-29-LOCAL-EVIDENCE-CSV-REGISTRY,,,pending,2026-07-11,Portable TX-29 completion evidence for five passing CSV registry verifications frozen planning history and retained human gate.
ctrl_strategic_baseline_tx29_handoff,control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX29-001.yaml,handoff,portable_execution_transaction_v1,controlled,verification_engineer,contract_handoff_v1_0,verification_engineer;system_director,all_agents,TX-29-LOCAL-EVIDENCE-CSV-REGISTRY,,,pending,2026-07-11,Human-gated TX-29 handoff requiring separate authority for any later local external operational cross-version-CI or final acceptance work.
ctrl_strategic_baseline_g11_markdown_source_decision,control_records/director_decisions/DDR-SFADEV-STRATEGIC-BASELINE-G11-007.yaml,director_decision,portable_execution_transaction_v1,controlled,system_director,contract_director_decision,system_director,all_agents,TX-30-LOCAL-EVIDENCE-MARKDOWN-SOURCE,,ctrl_strategic_baseline_g11_csv_registry_decision,pending,2026-07-12,Accountable G-11 decision authorizing exactly four Markdown-family verifications while preserving every later gate.
ctrl_strategic_baseline_tx30_execution_transaction,control_records/execution_transactions/TX-30-LOCAL-EVIDENCE-MARKDOWN-SOURCE.yaml,execution_transaction,portable_execution_transaction_v1,controlled,bounded_execution_planner,contract_execution_transaction,bounded_execution_planner;verification_engineer;source_authority_auditor;baseline_change_manager,all_agents,TX-30-LOCAL-EVIDENCE-MARKDOWN-SOURCE,,,pending,2026-07-12,Authorized portable TX-30 record bounded to four Markdown-family verifications and stop before every later family or external route.
ctrl_strategic_baseline_tx30_memory_preflight,control_records/memory_preflights/MEMPREFLIGHT-TX-30-LOCAL-EVIDENCE-MARKDOWN-SOURCE-20260712T121134Z.yaml,memory_preflight_receipt,portable_execution_transaction_v1,controlled,source_first_memory,contract_memory_preflight_receipt,bounded_execution_planner;source_first_memory,all_agents,TX-30-LOCAL-EVIDENCE-MARKDOWN-SOURCE,,,pending,2026-07-12,Portable source-first preflight for TX-30 with live handoff trace frozen plan source derivative format and validation inspection.
ctrl_strategic_baseline_tx30_completion,control_records/completions/RECEIPT-SFADEV-STRATEGIC-BASELINE-TX30-001.yaml,completion_receipt,portable_execution_transaction_v1,controlled,verification_engineer,contract_completion_receipt_v1_0,bounded_execution_planner;verification_engineer;system_director;source_authority_auditor;baseline_change_manager,all_agents,TX-30-LOCAL-EVIDENCE-MARKDOWN-SOURCE,,,pending,2026-07-12,Portable TX-30 completion evidence for four passing Markdown-family verifications frozen planning history and retained human gate.
ctrl_strategic_baseline_tx30_handoff,control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX30-001.yaml,handoff,portable_execution_transaction_v1,controlled,verification_engineer,contract_handoff_v1_0,verification_engineer;system_director,all_agents,TX-30-LOCAL-EVIDENCE-MARKDOWN-SOURCE,,,pending,2026-07-12,Human-gated TX-30 handoff requiring separate authority for any later local external operational cross-version-CI or final acceptance work.
